transaction_id,customer_id,customer_name,email,purchase_date,product_id,category,price,quantity,total_amount,payment_method,delivery_status,customer_address
1164,98,Christopher Walton,browncasey@yahoo.com,NULL,1061,Electronics,4575.84,5,22879.2,Credit Card,Shipped,"42504 Walters Causeway Suite 795 South Christopherton, AK 15875"
1165,171,John Adams,cparker@rocha.com,NULL,1032,Electronics,2456.02,3,7368.06,PayPal,Not Delivered,"13479 Nicole Lakes Damonmouth, AL 25937"
1166,359,Joseph Rogers,mariaryan@davis-anderson.org,NULL,1094,Electronics,3802.76,7,26619.32,Credit Card,Pending,"216 Adams Square Lake Christopher, MA 74290"
1167,213,Cathy Glover,joseph63@gmail.com,NULL,1013,Electronics,4718.05,6,28308.3,Bank Transfer,Returned,"1168 Bishop Route Suite 946 Gregoryburgh, ID 56449"
1168,474,Tracey Ford,powersjerry@gmail.com,NULL,1001,Home & Kitchen,4361.44,5,21807.2,Cash,Pending,"121 Christine Junctions Simmonschester, MI 65773"
1169,34,Anna Miller,kgonzalez@lucas-mahoney.com,NULL,1034,Unknown,4272.02,7,29904.1,Bank Transfer,Returned,"01879 Golden Alley Suite 896 Garciaton, OH 71373"
1170,448,Walter Rogers,qbrown@chavez-cooper.net,NULL,1062,Unknown,522.05,3,1566.15,Debit Card,Returned,"881 Mills Field East Claudia, SD 07322"
1171,226,Michael Potter,fowlerelizabeth@bryant.com,NULL,1079,Toys,510.31,6,3061.86,Credit Card,Pending,"652 Fernandez Walk Charlesville, MD 98732"
1172,100,Adam Roberts,jason49@wilson-ashley.com,NULL,1078,Books,2574.46,3,7723.38,Credit Card,Processing,"789 Sara Tunnel Rachelberg, AL 32005"
1173,430,Jason Stewart,hudsonjim@hotmail.com,NULL,1093,Clothing,4867.1,9,43803.9,Cash,Processing,"834 Miller Locks North Sydney, NJ 86082"
1174,461,Eric Sullivan,brittanyperez@jimenez.com,NULL,1098,Unknown,2706.08,5,13530.4,PayPal,Delivered,"1457 Eddie Hollow Apt. 923 Riverabury, OR 44887"
1175,130,Michael Smith,newtonjacob@hotmail.com,NULL,1082,Electronics,1279.64,1,1279.64,Credit Card,Not Delivered,"0085 Bryant Mall Shannonmouth, FL 02849"
1176,256,Jennifer Parker,shawsamantha@webb.biz,NULL,1071,Unknown,2734.22,3,8202.66,Credit Card,Processing,"72093 Samuel Cliff South Sabrina, IA 06917"
1177,4,Rita Hopkins,NULL,NULL,1093,Toys,1719.15,3,5157.45,Credit Card,Cancelled,Unit 5085 Box 6408 DPO AA 75674
1178,217,Wanda Fernandez,NULL,NULL,1031,Books,370.35,0,0,Debit Card,Pending,"537 Lee Hills Suite 657 Port Davidmouth, NY 12921"
1179,254,Jesse Garza,mark62@hotmail.com,NULL,1064,Unknown,1427.02,5,7135.1,Debit Card,Returned,"7890 Walker Harbors Gomezburgh, FL 14968"
1180,397,John Fowler,alyssa92@flores.net,NULL,1025,Toys,1842.41,5,9212.05,Debit Card,Pending,"957 Philip Brook East Daniel, OR 66916"
1181,358,Jose Bender,esingh@morrison.com,NULL,1038,Home & Kitchen,3480.93,4,13923.72,Cash,Not Delivered,"28971 Jonathan Way Suite 898 East Donnaburgh, RI 93811"
1182,282,Kelsey Gay,samantha60@hoffman.net,NULL,1014,Books,3769.63,1,3769.63,Bank Transfer,Shipped,"628 Madden Rapids Gonzalezmouth, MI 18719"
1183,392,Crystal Baxter,kelseyaguilar@bernard.biz,NULL,1008,Toys,3898.87,8,31190.96,Credit Card,Processing,"10189 Nicholas Orchard Port Ian, IA 10509"
1184,206,Michael Powell,john55@yahoo.com,NULL,1091,Unknown,2511.42,0,0,Bank Transfer,Processing,"52613 Michael Ways Suite 318 Jamesmouth, DC 24016"
1185,14,Danielle Williams,tiffanyballard@hotmail.com,NULL,1054,Home & Kitchen,3478.58,3,10435.74,Bank Transfer,Processing,"72272 Meyer Forges Suite 576 Youngfurt, GA 93093"
1186,345,Alice Carlson,collinsthomas@yahoo.com,NULL,1002,Toys,284.73,1,284.73,Debit Card,Returned,"78255 Anthony Ramp Apt. 614 New Danielshire, OK 80099"
1187,41,Jason Young,andrew77@williams.com,NULL,1081,Toys,2679.18,8,21433.44,Bank Transfer,Cancelled,"0348 Julia Forest Odonnellfort, WA 97215"
1188,379,Sean Huff,bmedina@best.com,NULL,1078,Unknown,1615.64,6,9693.84,Credit Card,Cancelled,"0266 Pugh Coves South Curtis, NH 37085"
1189,460,Barbara Stanley,zrobinson@hurst.org,NULL,1089,Books,4166.88,5,20834.4,Credit Card,Processing,"0382 Matthew Alley Suite 107 South Justin, NJ 88973"
1190,178,Paula Wang,michelle55@harris.com,NULL,1056,Home & Kitchen,3143.97,6,18863.8,Credit Card,Cancelled,"51035 Henderson Station Port Donnaborough, RI 52225"
1191,62,Mark Rivera,nicholasbraun@gmail.com,NULL,1094,Electronics,1273.88,7,8917.16,PayPal,Shipped,"488 Kelly Lane Suite 173 Port Edward, NC 71440"
1192,351,Ashley Young,april63@faulkner-ward.info,NULL,1093,Clothing,4915.18,2,9830.36,Cash,Processing,"769 Porter Garden Waynehaven, MS 88276"
1193,230,Renee Alvarez,NULL,NULL,1084,Books,3929.42,1,3929.42,Bank Transfer,Delivered,"87181 Maria Haven Apt. 673 Kellyborough, KS 23865"
1194,240,Natasha Smith,alucas@hotmail.com,NULL,1085,Home & Kitchen,4085.92,4,16343.7,Cash,Returned,"1576 Wong Forge Suite 669 Elizabethland, NE 65151"
1195,51,Patrick Flores,lfaulkner@yahoo.com,NULL,1061,Toys,1637.23,0,0,Cash,Shipped,"4183 Meagan Pine South Heather, WY 34294"
1196,95,Alexander Chapman,NULL,NULL,1022,Home & Kitchen,402.87,9,3625.83,Cash,Returned,"2462 Guzman Rapids Apt. 789 Brianland, LA 91736"
1197,387,Gregory Hernandez,davidjensen@gmail.com,NULL,1035,Clothing,2539.28,0,0,Credit Card,Processing,"54888 Susan Mount West Reginashire, WY 09338"
1198,221,Phillip Taylor,NULL,NULL,1016,Unknown,2230.97,4,8923.88,Credit Card,Shipped,USCGC Robbins FPO AP 78411
1199,484,Denise Black,raymondporter@jones.com,NULL,1050,Clothing,635.13,8,5081.04,Credit Card,Processing,"52121 Day Dale Patriciaport, VA 06287"
1200,406,Kristina Sullivan,tracyortega@yahoo.com,NULL,1043,Electronics,741.53,2,1483.06,Cash,Shipped,"9927 Carter Lane Apt. 347 North Darrell, CO 59398"
1201,230,Seth Bowen,joymoore@hotmail.com,NULL,1017,Electronics,2663.93,2,5327.86,Credit Card,Processing,"24454 Sara Divide South Eric, NV 86375"
1202,236,Andrew Ryan,tammychavez@hart-armstrong.biz,NULL,1080,Clothing,3301.05,2,6602.1,Credit Card,Delivered,"20332 Hicks Fall Weeksmouth, MD 85995"
1203,142,Heather Simmons,tranlindsey@hotmail.com,NULL,1058,Books,3819.2,7,26734.4,Credit Card,Returned,"73115 Dylan Spurs Bryantport, DC 15012"
1204,170,Ashley Mosley,luisibarra@cunningham.biz,NULL,1002,Books,3296.88,2,6593.76,Credit Card,Shipped,"982 Mcdonald Forges Watkinsmouth, NH 95682"
1205,28,Michelle Hernandez,cruzamanda@mills.org,NULL,1004,Toys,527.29,2,1054.58,Credit Card,Delivered,"3206 Donald Gardens Apt. 529 East Scottfurt, MT 63607"
1206,35,Lawrence Gonzales,stephaniegalvan@yahoo.com,NULL,1085,Electronics,2639.84,5,13199.2,Bank Transfer,Pending,"05501 Thompson Glens Suite 497 Nelsonmouth, WV 36814"
1207,12,Dr. Rachel Watkins DVM,NULL,NULL,1039,Toys,4283.78,4,17135.1,Credit Card,Processing,"6470 Edwards Overpass Apt. 567 Amytown, NY 74731"
1208,159,Justin Lambert,sarahwhitney@paul.com,NULL,1098,Electronics,4749.4,6,28496.4,PayPal,Not Delivered,"090 Lisa Groves Byrdchester, DC 26577"
1209,326,Michael Martin,janetherring@reed.com,NULL,1094,Clothing,1708.4,9,15375.6,Credit Card,Shipped,"941 Hall Parkways Apt. 537 Port Beverly, MT 10799"
1210,186,Lisa Obrien,btownsend@hotmail.com,NULL,1006,Books,2739.29,2,5478.58,Cash,Cancelled,"14353 Blair Mountains West Michaelfort, OH 50205"
1211,242,Benjamin Moses,vanessablevins@gmail.com,NULL,1081,Books,3215.67,6,19294.02,Credit Card,Delivered,"851 Ricky Knolls Apt. 902 Port Anneburgh, WI 26990"
1212,85,James Diaz,mary30@hotmail.com,NULL,1089,Clothing,4479.49,3,13438.47,Credit Card,Delivered,N/A
1213,283,Julian Johnson,raylaura@hotmail.com,NULL,1069,Toys,1748.52,3,5245.56,PayPal,Shipped,"252 Sampson Mills New Carol, DC 15194"
1214,65,Dean Cardenas,johnsjoshua@hopkins-bishop.com,NULL,1069,Toys,4009.09,8,32072.72,Credit Card,Delivered,"851 Barber Locks Suite 020 Kimberlymouth, SC 46816"
1215,169,Evan Cardenas,john01@hotmail.com,NULL,1020,Home & Kitchen,1468.16,0,0,Credit Card,Pending,"24115 Katelyn Overpass Craigport, CT 73438"
1216,44,Ivan Wilson,halljill@gmail.com,NULL,1064,Electronics,3351.5,1,3351.5,Debit Card,Delivered,"5808 Smith Keys Suite 096 South Julieburgh, NH 28266"
1217,61,Jasmine Ho,erika14@gross-thompson.net,NULL,1016,Toys,1287.12,2,2574.24,Cash,Not Delivered,N/A
1218,440,Laura Mccarthy,pgreene@kim.biz,NULL,1051,Clothing,2402.69,7,16818.8,Debit Card,Not Delivered,"041 Susan Dam Richardland, MA 54805"
1219,133,Dawn Miller,danawright@gmail.com,NULL,1037,Toys,761.53,1,761.53,Credit Card,Processing,"825 Simmons Mountains Mitchellland, SC 45896"
1220,283,Alexis Robertson,bzamora@yahoo.com,NULL,1073,Books,3854.61,3,11563.8,PayPal,Processing,"770 Garcia Gardens Lake Amanda, KS 30223"
1221,27,Stacy Williams,jason59@yahoo.com,NULL,1069,Electronics,31.97,0,0,Credit Card,Cancelled,"84081 Ralph Union South Anthony, DC 59146"
1222,107,Ryan Morales,jo26@yahoo.com,NULL,1042,Unknown,4863.27,1,4863.27,Bank Transfer,Pending,"77960 Burke Crescent Apt. 423 Port Angelahaven, WV 22109"
1223,43,Lisa Perez DDS,cmiller@yahoo.com,NULL,1057,Home & Kitchen,604.01,9,5436.09,Debit Card,Not Delivered,"08173 Boyd Route Apt. 486 Parkerview, HI 44498"
1224,339,Sarah Davis,shawdavid@gmail.com,NULL,1066,Electronics,4338.87,7,30372.1,Credit Card,Shipped,"008 Perez Plains Cartermouth, KS 10493"
1225,285,Kristen Gaines,NULL,NULL,1009,Books,3040.44,6,18242.6,Cash,Returned,N/A
1226,445,Bradley Ewing,melinda65@yahoo.com,NULL,1086,Books,1043.18,4,4172.72,Credit Card,Returned,"44742 Sue Spurs Burkeland, MA 97062"
1227,330,Nancy Castillo,ortizraven@yahoo.com,NULL,1064,Books,3715.44,2,7430.88,PayPal,Returned,"57092 Smith Spring Port Amanda, GA 41083"
1228,127,Joseph Montoya,NULL,NULL,1086,Books,1185.5,5,5927.5,Credit Card,Processing,"PSC 2078, Box 0177 APO AA 55220"
1229,347,Alexander Oliver,emeyers@hall-reed.com,NULL,1022,Clothing,2882.92,8,23063.36,Credit Card,Shipped,"8807 Kayla Row Brandimouth, VT 13422"
1230,472,Katherine Miles,joseph33@robertson.com,NULL,1034,Home & Kitchen,945.98,7,6621.86,Credit Card,Delivered,"657 Gonzalez Pass New Kellyburgh, AL 33316"
1231,230,Anthony Smith,ballen@brown.net,NULL,1055,Unknown,408.14,1,408.14,Credit Card,Shipped,"278 Kelly Shoal Suite 786 Hallfort, VT 99226"
1232,189,William Cooper II,cweber@myers-ballard.com,NULL,1029,Books,3919,2,7838,Credit Card,Delivered,"76551 Hughes Rapids Suite 821 Hopkinstown, DE 54234"
1233,224,Aaron Snow,connor98@hotmail.com,NULL,1038,Books,979.3,4,3917.2,Credit Card,Returned,"319 Lauren Squares Apt. 574 Port Susan, WI 94996"
1234,384,David Quinn,NULL,NULL,1097,Toys,717.56,1,717.56,Bank Transfer,Cancelled,"29223 Watson Curve Apt. 116 Sabrinashire, CA 20549"
1235,376,Amanda Allen,fjones@cole.com,NULL,1018,Home & Kitchen,4149.33,0,0,Credit Card,Cancelled,"4287 Paul Trail Jensenstad, WI 20667"
1236,282,Jonathan Johnson,jeremy45@yahoo.com,NULL,1071,Electronics,2127.02,1,2127.02,Cash,Delivered,"329 Kaitlyn Valleys North Jenniferberg, ME 60706"
1237,445,Mitchell Kirk,istevens@gill.biz,NULL,1065,Home & Kitchen,618.99,7,4332.93,Credit Card,Returned,"4034 Johnson River Apt. 168 Jodibury, VA 91516"
1238,120,Timothy Turner,coleandrew@kirk.com,NULL,1097,Home & Kitchen,3379.28,2,6758.56,Bank Transfer,Shipped,"2569 Lucas Unions Haydenchester, WY 70558"
1239,115,Katherine Johnson,smithdarryl@parrish-greer.org,NULL,1001,Unknown,2785.63,4,11142.5,Credit Card,Cancelled,"8709 Jones Lock West Kristinberg, NY 30243"
1240,460,Sharon Kline,edward04@hotmail.com,NULL,1088,Home & Kitchen,72.52,4,290.08,Bank Transfer,Delivered,"190 Hill Lane Apt. 182 Leestad, FL 75395"
1241,232,Crystal Barnes,peterschultz@yahoo.com,NULL,1004,Unknown,4924.65,0,0,Credit Card,Shipped,"8846 Smith Highway South Katherine, WA 50616"
1242,258,Darlene Burns,vlyons@mendoza-carr.com,NULL,1004,Books,3395.55,1,3395.55,Credit Card,Returned,"3962 Johnson Fall Apt. 044 East Rodneymouth, WA 39838"
1243,358,Matthew Espinoza,beverly80@hotmail.com,NULL,1082,Books,3585.01,4,14340,Cash,Pending,"040 William Point Apt. 925 South Mirandafurt, SC 76080"
1244,197,Shirley Jones,NULL,NULL,1027,Clothing,1174.82,4,4699.28,Cash,Returned,Unit 4547 Box 5891 DPO AE 03028
1245,455,Jennifer Jimenez,rkirby@mendez.com,NULL,1043,Unknown,3275.58,1,3275.58,Credit Card,Processing,"98187 Pacheco Road Nathanshire, GA 00985"
1246,410,User,josephwaters@west-ramos.org,NULL,1059,Unknown,976.77,0,0,Bank Transfer,Returned,"86580 Regina Unions Apt. 650 Port Olivia, MT 42081"
1247,136,Shannon Barnes,danielnoble@ballard-smith.com,NULL,1032,Electronics,774.97,6,4649.82,PayPal,Shipped,"9606 Browning Orchard Tylerchester, MS 22960"
1248,317,Marie Rollins,mark85@wolfe.com,NULL,1033,Toys,2575.77,9,23181.93,Credit Card,Shipped,"2146 Foster Mountains Robertsberg, MD 59565"
1249,164,Michael Anderson,jennapena@henry.com,NULL,1028,Home & Kitchen,3471.89,9,31247.01,Cash,Not Delivered,"PSC 2855, Box 7657 APO AA 80272"
1250,224,Timothy Thompson,owenruben@carey.com,NULL,1055,Electronics,1493.8,5,7469,Credit Card,Not Delivered,"42535 Brad Dale New Michelleberg, AK 14622"
1251,306,Kelly Torres,echandler@sanchez.biz,NULL,1060,Unknown,1495.2,3,4485.6,Credit Card,Shipped,"032 Cheryl Lakes Lake Stephanie, TN 64800"
1252,233,Nathan Perry,drobinson@hotmail.com,NULL,1070,Electronics,822.22,5,4111.1,Credit Card,Shipped,USNV Rodriguez FPO AA 53139
1253,171,Katherine Morrison,velazquezjoshua@hotmail.com,NULL,1062,Clothing,1258.68,4,5034.72,Debit Card,Pending,"284 Marks Motorway Suite 537 Johnsonshire, NM 39630"
1254,151,Latoya Miles,jonathangarcia@adams.net,NULL,1080,Toys,3420.96,1,3420.96,PayPal,Pending,"61675 Elizabeth Court Hansenfort, AR 93964"
1255,462,John Johnson,millerdebra@ho.info,NULL,1034,Unknown,3890.83,3,11672.49,Credit Card,Returned,"8898 Tristan Junctions Apt. 875 West Shannonland, OR 40612"
1256,314,Miguel Smith MD,megan04@yahoo.com,NULL,1087,Unknown,2900.93,3,8702.79,Credit Card,Processing,"9711 Cunningham Streets Ryanborough, UT 59034"
1257,373,Jennifer Stevens,hilljulie@hill.info,NULL,1088,Home & Kitchen,1418.02,7,9926.14,Cash,Cancelled,"0014 Tracy Port West Kristy, TX 96491"
1258,159,Yvonne Cooper,wdouglas@pierce-sullivan.com,NULL,1056,Toys,125.91,5,629.55,Credit Card,Processing,"36230 Johnny Inlet Apt. 916 East Sherriberg, MA 49099"
1259,95,Johnathan Gonzalez,amanda89@yahoo.com,NULL,1013,Clothing,3610.39,1,3610.39,Cash,Pending,"92669 Martinez Orchard Suite 197 Cervantesview, WV 16680"
1260,471,Colleen Bell,riceglenda@rodgers-cole.org,NULL,1056,Books,919.93,3,2759.79,PayPal,Returned,"89352 Angela Radial South Amy, WI 28886"
1261,232,Derek Barrett,robinsonkatie@anderson-david.com,NULL,1018,Electronics,2802.17,1,2802.17,Debit Card,Processing,"875 Spencer Prairie Apt. 640 New Claudiahaven, KY 50202"
1262,179,Steven Carroll,NULL,NULL,1054,Home & Kitchen,4064,0,0,Credit Card,Delivered,"32456 Turner Plaza Apt. 429 Port Lynn, IN 04245"
1263,112,Erica Norris,hoffmandavid@hotmail.com,NULL,1077,Unknown,96.81,0,0,Credit Card,Not Delivered,USNV Patterson FPO AP 52775
1264,317,Kimberly Johnson,wellschristina@donovan.com,NULL,1043,Books,1510.45,5,7552.25,Credit Card,Processing,"906 Mary Parkways North James, SD 48217"
1265,496,Deanna Allen,ojackson@hotmail.com,NULL,1039,Clothing,756.97,1,756.97,Bank Transfer,Cancelled,Unit 4504 Box 5742 DPO AA 46234
1266,441,Gregory Obrien,michaelcooper@byrd.com,NULL,1061,Toys,2524.6,5,12623,Credit Card,Returned,N/A
1267,51,Michael Davis,gilldwayne@yahoo.com,NULL,1042,Electronics,2568.28,2,5136.56,Cash,Processing,"53895 Lee Rapids Apt. 498 Leonardville, NJ 42843"
1268,267,Robert Robinson,marybooth@gmail.com,NULL,1081,Home & Kitchen,1667.01,7,11669.07,Credit Card,Shipped,"417 Mark Islands Suite 801 East Patricia, NC 25325"
1269,294,Caitlin Walker,leslie06@gmail.com,NULL,1079,Unknown,452.15,9,4069.35,Credit Card,Delivered,N/A
1270,385,Kirk Porter,NULL,NULL,1018,Unknown,1782.19,5,8910.95,Credit Card,Not Delivered,"765 Myers Harbors East Shannonborough, ND 94612"
1271,386,Dawn Hudson,welchmeagan@williams.org,NULL,1023,Books,1527.67,0,0,Credit Card,Delivered,"0794 Derrick Locks Apt. 607 Christinastad, NY 97765"
1272,112,Patty Perez,rachael27@gmail.com,NULL,1054,Books,4320.45,8,34563.6,Credit Card,Returned,"629 Hawkins Spurs Port Ericfurt, LA 17150"
1273,100,Ian Savage,bauerbilly@hotmail.com,NULL,1030,Electronics,968.96,7,6782.72,Debit Card,Pending,"819 Brett Walk Suite 336 Lake Pamelaview, OR 45724"
1274,112,Shannon Barry DVM,meganadams@herrera.com,NULL,1098,Toys,3083.19,2,6166.38,Credit Card,Not Delivered,"2014 Stanley Streets Pamelamouth, IN 90788"
1275,439,Stephen Peters,douglasrush@yahoo.com,NULL,1058,Clothing,944.14,5,4720.7,Credit Card,Delivered,"570 Rivera Summit Tracyfort, TN 32643"
1276,80,User,NULL,NULL,1068,Toys,746.67,3,2240.01,PayPal,Pending,USNS Fowler FPO AP 23735
1277,186,Ryan Hawkins,NULL,NULL,1067,Toys,2638.11,6,15828.7,Cash,Cancelled,"80780 Nelson Knoll Suite 335 Marshberg, ME 83040"
1278,112,Megan Dunn,eric07@estrada-howard.org,NULL,1071,Toys,280.27,2,560.54,Bank Transfer,Returned,"1422 Harrell Lodge East Heathertown, FL 50126"
1279,1,Ruben Harris,NULL,NULL,1018,Electronics,3516.44,6,21098.64,Credit Card,Returned,"005 Becky Summit Tuckershire, GA 17368"
1280,129,Benjamin Thomas,NULL,NULL,1007,Electronics,921.11,0,0,PayPal,Not Delivered,"11879 Marvin Glen Apt. 671 West Joshua, WI 77912"
1281,219,Joseph Graves,NULL,NULL,1040,Clothing,4088.74,7,28621.18,Cash,Delivered,"38450 Rodney Parkways East James, CT 97654"
1282,53,Cindy Skinner,clee@yahoo.com,NULL,1070,Toys,2604.68,1,2604.68,Credit Card,Cancelled,"2325 Yoder Rest Lake Laurenton, WA 12463"
1283,342,Benjamin Cabrera,taustin@yahoo.com,NULL,1086,Electronics,32.19,2,64.38,Credit Card,Shipped,"3477 Lambert Mountain North Vincentberg, WI 57404"
1284,484,Misty Ellis,williamsandrew@kim.com,NULL,1065,Clothing,2539.28,6,15235.7,Debit Card,Not Delivered,"PSC 8685, Box 3885 APO AP 57795"
1285,223,Jason Ali,crawforddebra@gmail.com,NULL,1068,Unknown,3877.78,7,27144.5,Credit Card,Shipped,"026 Erin Walks Waremouth, TX 14062"
1286,224,Justin Wall,tsanford@larson.com,NULL,1049,Clothing,3769.28,5,18846.4,Credit Card,Not Delivered,"8458 Wilson Mountains South Melissa, MN 67377"
1287,384,Donald Mills,gibsonshawn@hotmail.com,NULL,1052,Toys,3861.59,3,11584.77,Credit Card,Delivered,"8712 Richardson Place South Edward, KY 84517"
1288,402,Dawn Maxwell,pamelasimon@yahoo.com,NULL,1029,Home & Kitchen,3804.23,3,11412.69,Cash,Cancelled,"325 Stevens Stream Apt. 230 New Shirleyburgh, WA 45391"
1289,125,Laurie Mcdaniel,cheryl24@hotmail.com,NULL,1021,Toys,4168.7,2,8337.4,PayPal,Delivered,"PSC 3503, Box 1120 APO AE 04733"
1290,129,Courtney Williamson,deborah95@miller-stephens.info,NULL,1090,Home & Kitchen,4463.59,4,17854.36,Bank Transfer,Returned,"40584 Jones Courts Ruthfurt, WI 78535"
1291,52,Garrett Flynn,NULL,NULL,1078,Clothing,3386.5,5,16932.5,Debit Card,Shipped,"7737 Charles Road Apt. 271 Lake Brittany, NV 29187"
1292,171,Jason Arnold,rodriguezmelissa@martinez.com,NULL,1009,Unknown,474.48,9,4270.32,Cash,Pending,"68847 Potter Centers Apt. 023 South Suzanneshire, NJ 32741"
1293,217,Tammy Roberts MD,mendozabrooke@cole.com,NULL,1047,Unknown,4918.74,6,29512.4,Credit Card,Processing,"62900 Molina River Cantrellview, NH 50141"
1294,159,Robert Ross,lindaorr@allen.org,NULL,1076,Electronics,1605.83,6,9634.98,Debit Card,Returned,"514 Cooper Vista Apt. 559 Myershaven, DC 60093"
1295,197,Carlos Miller,NULL,NULL,1042,Unknown,4228.53,9,38056.77,Credit Card,Returned,"8863 Wendy Square North Albertland, FL 94117"
1296,415,Christina Gomez,NULL,NULL,1051,Books,205.42,8,1643.36,Credit Card,Shipped,"032 Stevenson Stream Suite 250 New Clayton, MT 13853"
1297,246,Michelle Garcia,vanessajohnson@estrada.com,NULL,1056,Clothing,2789.36,3,8368.08,Credit Card,Not Delivered,"43158 Danielle Wells Apt. 095 Hancockhaven, MI 16342"
1298,323,Denise Flores,connieknight@yahoo.com,NULL,1051,Electronics,4172.97,6,25037.8,Bank Transfer,Returned,"3043 Andrews Isle Torresstad, IN 63979"
1299,438,Albert Cooper,daniel77@johnson.info,NULL,1070,Unknown,3492.38,4,13969.5,Debit Card,Processing,"766 Mendoza Ranch Norrisview, NH 98378"
1300,202,Christian Gonzalez,xwilliamson@ramirez.com,NULL,1020,Clothing,1684.12,1,1684.12,Cash,Cancelled,N/A
1301,183,Joseph Smith,laurenschwartz@hotmail.com,NULL,1088,Toys,105.13,5,525.65,Bank Transfer,Returned,"52373 Shannon Estate Port Josephville, CA 39524"
1302,122,Jane Garcia,jennifer03@thomas.com,NULL,1027,Unknown,3495.67,3,10487,Credit Card,Cancelled,"5236 Audrey Turnpike Butlerberg, WV 87097"
1303,400,User,davidhuffman@hotmail.com,NULL,1038,Home & Kitchen,705.13,5,3525.65,Credit Card,Delivered,"377 Casey Loaf Suite 868 East Josephstad, NV 33525"
1304,254,Ronald Morse,riveraheather@yahoo.com,NULL,1072,Clothing,45,7,315,Credit Card,Not Delivered,"492 Hines Green Suite 301 Cervantestown, MI 80996"
1305,293,Juan Thomas Jr.,gjackson@stephens-beasley.info,NULL,1065,Electronics,275.79,3,827.37,PayPal,Cancelled,"1260 Mccoy Rest Hoganfort, MS 31037"
1306,279,Tiffany Jackson,andersonchristine@gmail.com,NULL,1054,Toys,409.89,7,2869.23,Credit Card,Returned,"6602 Chung Island Nicolebury, RI 89720"
1307,324,Robert Brown,michael81@yahoo.com,NULL,1024,Books,1251.88,2,2503.76,Cash,Not Delivered,"1398 Walker Street Port Jason, RI 01656"
1308,371,Margaret Bell,NULL,NULL,1047,Toys,4066.68,1,4066.68,Debit Card,Processing,"074 Charles Loop Apt. 770 Gabrielport, DC 17802"
1309,97,Maria Patterson,nvazquez@hotmail.com,NULL,1071,Unknown,4419.39,6,26516.3,Bank Transfer,Not Delivered,"PSC 4016, Box 0545 APO AA 94907"
1310,197,James Ford,heathricardo@hotmail.com,NULL,1083,Home & Kitchen,4294.42,9,38649.78,Cash,Cancelled,"9186 Johnson View New Meganfort, NV 93273"
1311,469,Mike Howard,vmccoy@garcia.com,NULL,1086,Toys,855.44,6,5132.64,Bank Transfer,Cancelled,N/A
1312,394,Tracey Mcgrath,hjacobson@hall-lee.com,NULL,1063,Books,1067.57,1,1067.57,Bank Transfer,Pending,"214 Brown Alley North Andrew, NV 92650"
1313,239,James Evans,davidtorres@yahoo.com,NULL,1057,Electronics,2520.58,1,2520.58,Bank Transfer,Pending,"5155 Johnson Crescent Mathewsmouth, MT 33956"
1314,143,Robert Allen,mmckenzie@thompson.net,NULL,1055,Clothing,4763.6,7,33345.2,Debit Card,Not Delivered,"695 Padilla Tunnel Suite 299 Antoniofurt, MA 68645"
1315,96,Victor Becker,adamorozco@washington.com,NULL,1060,Home & Kitchen,2534.22,5,12671.1,Cash,Shipped,"15253 Patrick Gardens Apt. 115 Wilsonton, WA 17281"
1316,200,Martha Fritz,jamesbarnes@yahoo.com,NULL,1099,Books,1384.81,2,2769.62,Credit Card,Shipped,"5270 Christina Stravenue Apt. 805 East Pamelamouth, HI 35530"
1317,123,Barry Wilkins,brian08@gmail.com,NULL,1062,Unknown,1130.07,7,7910.49,Credit Card,Pending,"023 Kelly Causeway Maryburgh, AZ 47588"
1318,186,Nathan Bell,kylewhite@smith-mitchell.com,NULL,1030,Unknown,1271.81,2,2543.62,Debit Card,Returned,"524 Stephen Knolls Suite 009 Kristieside, CA 44478"
1319,325,Christina Mccoy,thorntonandrew@ball.net,NULL,1093,Unknown,2809.58,4,11238.32,Credit Card,Delivered,"96047 Bruce Inlet Apt. 302 Jonesfort, MT 33944"
1320,463,Stacey Cunningham,frenchchristopher@hotmail.com,NULL,1022,Home & Kitchen,1125.72,1,1125.72,Debit Card,Not Delivered,"641 Carlson Rapid West Kyle, AR 35338"
1321,348,Susan Herring,stacey73@rogers.com,NULL,1075,Toys,4808.2,4,19232.8,Credit Card,Delivered,"34886 Bruce Gateway Washingtonberg, NJ 08162"
1322,258,User,oliverjulie@nelson-wong.org,NULL,1084,Home & Kitchen,2444.11,9,21996.99,Bank Transfer,Pending,"920 Tran Shore Suite 219 Melissabury, CO 45289"
1323,147,Mike Andrews,anna79@pennington.org,NULL,1029,Unknown,2748.6,6,16491.6,Cash,Cancelled,"82111 Garcia Expressway Apt. 043 North Donna, HI 37919"
1324,251,Deborah Padilla,smithbobby@gmail.com,NULL,1041,Books,3920.72,7,27445,Cash,Processing,"1556 Angela Spurs Millerchester, RI 30829"
1325,442,Misty Haynes,allisonweber@chandler.biz,NULL,1042,Clothing,3607.19,5,18036,PayPal,Not Delivered,"18263 Carter Knolls Galvanburgh, DC 41608"
1326,419,Nicole Smith,shawn82@brown-abbott.com,NULL,1098,Clothing,4795.77,3,14387.3,PayPal,Pending,N/A
1327,402,Jennifer Gonzalez,qjackson@arnold.com,NULL,1065,Home & Kitchen,3947.95,9,35531.5,Credit Card,Returned,"2210 Jack Knolls Livingstonshire, OR 42316"
